Rank,Address,DAOs
120,0x8f942eced007bd3976927b7958b50df126feecb5,16
120,0x693c188e40f760ecf00d2946ef45260b84fbc43e,16
120,0x0000000057a888b5dc0a81f02c6f5c3b7d16b183,16
120,0x00000000acd5ca17eee6d92d9ca121543126cce1,16
120,0xd6e371526cdaee04cd8af225d42e37bc14688d9e,16
120,0xc40037dbe19d0e208904a5cfbd8edaa34a87958a,16
120,0x92b406851390541f445b7c697014133d4b5bfce3,16
120,0x0a2a34cdfbade6634d902d0d0a8dc7533d26f7e3,16
120,0xada4389661b5aa5756636ca7d3c051c3d04edabb,16
120,0xf5fe364d18f4a5a53badce9a046ba74cfc97f6fb,16
120,0x59a5208b32e627891c389ebafc644145224006e8,16
120,0xc7807e24338b41a34d849492920f2b9d0e4de2cd,16
120,0x68e74e66b23c09fd7acca57bea1c6dd7fae8fe0a,16
120,0x6595732468a241312bc307f327ba0d64f02b3c20,16
120,0x2269a6beac4ba44931c12d61afe490cda64780b0,16
120,0xe93381fb4c4f14bda253907b18fad305d799241a,16
120,0x4a14347083b80e5216ca31350a2d21702ac3650d,16
120,0xbcc7f6355bc08f6b7d3a41322ce4627118314763,16
120,0x9ba3560231e3e0ad7dde23106f5b98c72e30b468,16
146,0x45544abf5936deb78490d38ec42b80757d16c014,15
146,0x0000000000003f5e74c1ba8a66b48e6f3d71ae82,15
146,0x851e931a6cabbdd5b17d0da2cd4b0edf11941968,15
146,0x137b4b67380f0f14321c413278fc2393c822cb55,15
146,0xa578aecb7ea35559fba631d7034da9ebd35d1cef,15
146,0x79bf225fbfd40f78b1878a6d1eec1bb03df92aeb,15
146,0xa7230946a4421a68efc625b9e420d916c3924722,15
146,0x773cd1eed5e018d1e4903dda602a28203a97cc57,15
146,0xcbd75d63f98c5ff5d7157edf06abef8a8325c24d,15
146,0x5169a46cf0b99c0c1e8d078d3b9f9b6ed9a215ea,15
146,0xf97b96d0749001d65c09e21a86a2ac156be704d0,15
146,0xf9107317b0ff77ed5b7adea15e50514a3564002b,15
146,0xdecd4b961b1984c44afbadbe2844777a627572aa,15
146,0xb9e29984fe50602e7a619662ebed4f90d93824c7,15
146,0x4f942119e6ab0a6e4368e795d1d64291a3ff0da4,15
146,0x1c4b70a3968436b9a0a9cf5205c787eb81bb558c,15
146,0x4c5472116fe8fdc491428899aa7f3b2d8e631896,15
146,0x485f5df0654c8405d6124821e95f093adec1b16b,15
146,0x856565db827588a88780454863f98a4a323e13aa,15
146,0x4322aa46ffed67809862da613725728e2fb8eae3,15
146,0xb71d05cf5cdf7a9b15b20b9aab5e91332c271c96,15
146,0x8705ccfd8a6df3785217c307cbebf9b793310b94,15
146,0xf977814e90da44bfa03b6295a0616a897441acec,15
146,0xfb2a52012f5e757ba748d1f8d7f582b8d1a613c0,15
146,0x259f35530902c36f15fbbbe05815da0ed93aceb5,15
146,0x0aaf72da643570da1bf76e8b3063c3f378b3d3d4,15
146,0x848f11e9c468be9ef6bf5f1daa742e6adf25d7a7,15
146,0x21b3c0662ff70674dcae175631efb11876d602b5,15
146,0xcc3e0238ab75ce515e7be86112c0f2386a672796,15
146,0x31c9967c964c1504d8781fb6ebe7f32f3a0134ea,15
146,0x00000000f515b28e81a0e98ea3f4f816ef7e62b2,15
146,0x6f9bb7e454f5b3eb2310343f0e99269dc2bb8a1d,15
146,0x00000000553a85582988aa8ad43fb7dda2466bc7,15
146,0xe49c9f7308404c1630129513c8d0da5cfec8e854,15
146,0x056590f16d5b314a132bbcfb1283fec5d5c6e670,15
181,0xebcc959479634eec5a4d7162e36f8b8cc763f491,14
181,0x5f350bf5fee8e254d6077f8661e9c7b83a30364e,14
181,0x477289df0b0437f0b595d8cca6c70935823f3d01,14
181,0x33100c8fc2ed4605e05ee9acfafd066d862b7ce4,14
181,0x4c5510d9e13089cbd198e44ac0877fb3bd30a8ac,14
181,0xa2dcb52f5cf34a84a2ebfb7d937f7051ae4c697b,14
181,0x81d98c8fda0410ee3e9d7586cb949cd19fa4cf38,14
181,0xdcb87abf8ada15ebb94b29526a152b29c27fba3b,14
181,0x193991827e291599a262e7fa7d212ff1ae31d110,14
181,0x653d63e4f2d7112a19f5eb993890a3f27b48ada5,14
181,0x6262998ced04146fa42253a5c0af90ca02dfd2a3,14
181,0x6977e753e022f65ebeb170d8267b2ea54a431523,14
181,0xca174f1b6707381d0f278d515bc3fe115f8c0b27,14
181,0x7f248e4301f5a16b2a8289989584a509f7157845,14
181,0x30043aabbcebbd887437ec4f0cfe6d4c0eb5cc64,14
181,0xdf67361193d52ee42cb759eb98ce2c7978dd440e,14
181,0x9116e82841267d01b9c49f0a19617083466cc000,14
181,0xde57844f758a0a6a1910a4787ab2f7121c8978c3,14
181,0x7aa9d09a6d283f5b5ec724d7dd8fa70673553183,14
181,0x7d3bf2cb39f5ceeeca91ecc8201dc01616ad089f,14
181,0xdea4b83a71bae99a4ddb4a42e2732c0be6d9fb48,14
181,0x000000000000294a0d3b43ec78199a84587ae012,14
181,0x187e3534f461d7c59a7d6899a983a5305b48f93f,14
181,0x350a36343ca0a7ba70853fcde30c8988d7a2c301,14
181,0x34cc54f3c65e6e6cfd1f05e2ad0540624a5eff24,14
181,0x3eae56964b8ce1cb52f395444c0f89577bd6bb49,14
181,0x473dff3f18d2b44e98129b7b1ef6f5a7d28b5270,14
181,0x5dd596c901987a2b28c38a9c1dfbf86fffc15d77,14
181,0x46340b20830761efd32832a74d7169b29feb9758,14
181,0x5acedba6c402e2682d312a7b4982eda0ccf2d2e3,14
181,0xa21df89c3f7375ebe7381cc858e0aa0b7c83aee0,14
181,0x0b5dd26f44d36141d97a3bf6841e7ba63c092af9,14
181,0x0000000000d1d773661e4b2102bbe07d4dcde777,14
181,0x2fbc3ef1906d098cbb34fca099095f9788570327,14
181,0x05a1ff0a32bc24265bcb39499d0c5d9a6cb2011c,14
181,0x2ed849173c7a54f45f849675a71b62c0c83246d9,14
181,0x6d9893fa101cd2b1f8d1a12de3189ff7b80fdc10,14
181,0x98dca2b9cd7d5ae63f87e36809a352140873ba9d,14
181,0xd03ad690ed8065edfdc1e08197a3ebc71535a7ff,14
181,0x294388d7f62065784666f797ca6919a4b8cef4ab,14
181,0xad4489f64a8be791294116d3e99d2721c7f0a72a,14
181,0x0000001ea7022cd5d3666beb277c9dc323adc3d9,14
181,0x7558899d8109d8a2ce457837ade56c3d6ebfe90d,14
181,0xbfab3fa9fbc422e9202558b3c51c2d1d0b2ba551,14
181,0x022a29ebe2be30f0c7ffc7dc9c51ffd3714762d0,14
181,0xf286e07ed6889658a3285c05c4f736963cf41456,14
181,0xee61f5fb0db81d3a09392375ee96f723c0620e07,14
181,0x9cd83be15a79646a3d22b81fc8ddf7b7240a62cb,14
181,0xa1d8d972560c2f8144af871db508f0b0b10a3fbf,14
181,0xf73c3c65bde10bf26c2e1763104e609a41702efe,14
181,0x6a8e3246127ebf21819e2cce7655d60927abaa90,14
181,0xa12431d0b9db640034b0cdfceef9cce161e62be4,14
233,0x0000000089341e263b85d84a0eea39f47c37a9d2,13
233,0x10d6d2e343281d388291a3e02f3293aaeda67178,13
233,0x154b0b91d55759936f8189205c821a63a9433d58,13
233,0x6e58bdee94a421f967ad93a0c937681e9c75aafc,13
233,0x6b54442167391f97f26b6bd167f4ecbede1a2b3e,13
233,0xf44b52c11b1c800722e8fdf4aa7f3076339e73c4,13
233,0xa83c572c8072f3b11562f08b89d4f3077682acdb,13
233,0xafd5f60aa8eb4f488eaa0ef98c1c5b0645d9a0a0,13
233,0xd5417e96dd04363c675e41ee6f30bf788412c719,13
233,0xa3564677fc4907a15c9a7eae1dbc1ae9ac57b8e1,13
233,0xaa01dec5307cf17f20881a3286dcaa062578cea7,13
233,0xf7ae063de5ef4bcbb98b2bd27afb66c59d885fc0,13
233,0xa4dc2788bcc832095bba2b148a5d98d0dca270a6,13
233,0xf4a5df4fed739353814383bcbd03afbab4d55830,13
233,0xb10e56edb7698c960f1562c7edcc15612900c4a5,13
233,0x6cc5f688a315f3dc28a7781717a9a798a59fda7b,13
233,0x6dc43be93a8b5fd37dc16f24872babc6da5e5e3e,13
233,0x136fdadd377fc44c7b0459bf031d9527578ec802,13
233,0x0000006daea1723962647b7e189d311d757fb793,13
233,0x000000003a7cd5b15e460f73976b267544726f5f,13
233,0xc68af99169dd51e38b9f35c048e08372e82e7d81,13
233,0x0000000000884a0e1fb44f9e24fa3bdb19514fae,13
233,0x87ad8d0021d167b1c106c949f8788f482700d6b7,13
233,0xeb51ed1975a2988622f56cef9747d86d1c84a12f,13
233,0x42add773b02585dbaf024db751d8944618ada20a,13
233,0xbfd5699bf0c57e6201146fd33f057364f9e1a17c,13
233,0x19b570af5dddb8f0f5a15c83d07a1c5153865188,13
233,0x2206445d241ccb7dae93b2d2acfc67f75b90fd76,13
233,0x9b616ac1d31f17be9b23560d93699ca7732e2808,13
233,0xd9cfab54f1234aeea22b2818ab919866a2809c1c,13
233,0xb7d49adb031d6dbdf3e8e28f21c6dd3b6f231cd5,13
233,0xe2cea50ba5a302a691b93692e74786d6484db295,13
233,0x69034dcbbc9199160d73039f0d757237694d5d31,13
233,0x652151c8521a46bea762624726214fadd2e666cc,13
233,0xb40ff1ca580090b386048228ae7140b0dde7f1c5,13
233,0x005b0743d8b2ed646499dc48b64b95e71b8afa43,13
233,0xb79223e868871dbac27e8e301f73734abd4cc628,13
233,0xd84e11bee5d555ccd905817cb8cbbd5b6e6c4f0d,13
233,0xcf88fa6ee6d111b04be9b06ef6fad6bd6691b88c,13
233,0xcfe4f81d1decbe165a044c1cdfaa473fd4f08715,13
233,0x0056d1fd2ca3c0f3a7b6ed6cdd1f1f104b4bf9a9,13
233,0xd1570080bcb784b4f5e378dfd4cdffdfd6c110f6,13
233,0x6439543a2ff1d78d25abdc8daa75bb004e210183,13
233,0x217c70a564a9bc0572426fc068eff0caf70e6b41,13
233,0x1eb97c580dac58219cdbc5497aa861dba6f31ab5,13
233,0x196a37946c3d93e9a5309f539ae28b774a32411f,13
233,0x197a78fe1bd3bbb64c1325c027bde8f67bac1770,13
233,0x8f08ee5e3e44bdc28127e050fcb13f5e4671433d,13
233,0x8ce6e1a223b329a76e8b5e696edc562aabb349e1,13
233,0xb0e83c2d71a991017e0116d58c5765abc57384af,13
233,0x8c80c1fe10912398bf0fe68a25839defcaef588e,13
233,0x90eaf9830209b53336415a08c8f1cf195a8729d9,13
233,0x4d477f1aabcfc2fc3fc9b802e861c013e0123ad9,13
233,0x63dae0946a44eeead00c8b30ec206fda63f7dfe1,13
233,0x855a5b16782304d3382dd764ef69a10efbeb9a77,13
233,0x489f19cc48795c651a9876c80765f8f051cc36de,13
233,0xe5241e2dcaff3ef070fd161b37f93480bd81d6aa,13
233,0x3e0cf03f718520f30300266dcf4db50ba12d3331,13
233,0x2c123fc5c27888571cd525e8ae9b0c5ff848386d,13
233,0x2e465ddca6d2c6c81ce6f260ab13148d43e93371,13
233,0x2bd581ed4f840a5493552551bc7db6d074c0a594,13
233,0x2ef869f0350b57d53478d701e3fee529bc911c75,13
233,0x0000007c68390193776e8b44df3b698d311070b9,13
233,0xc0682d80cb3c6bc921f3f4672f814b6b4d476a70,13
233,0x98d33aeba642151d5fb53e7966d4a0121093e478,13
233,0xb5b98e2a841de3b5ac48d9a55869bf7f486173eb,13
233,0x96efb884224b41b09cfd6f4a06f9e35e59dd69b4,13
233,0xc1f3ebe56fe3a32adac585e7379882cf0e5a6d87,13
301,0xba333f8ff556bf35d38e102a98daf1c5f6d9d708,12
301,0x4fa4167b3c94a80416bbc768fb919bf3ace9f8c2,12
301,0x1892b15cece1471494af00e7552693f3facc8ec8,12
301,0x820f92c1b3ad8e962e6c6d9d7caf2a550aec46fb,12
301,0x1ba2a537a771aa4eac2f18427716557e4e744864,12
301,0x4952f5dde00a0677365e42d33bcc5a8abd4e2b43,12
301,0x252d95edd1fa68bcdca548df93a2738294357188,12
301,0xeaa6cb80a5593e14c5a5fd38ae3d16dcb5ef75f5,12
301,0x5be10f3434bc1ac6c0a34f86da39ea0095392f21,12
301,0x866eacc78089e7e082f908fdc672de0c0eacf144,12
301,0x5e7b645d5bf86750cb1913122ba8a8545e2a9fd1,12
301,0x2e1bbb7c78a5a534df2442909ab14ce370431e76,12
301,0x4906e4f95ad546ce865916f65c825e00630bffa8,12
301,0x461e76a4fe9f27605d4097a646837c32f1ccc31c,12
301,0x67c7530b9dbfbb29986d0f21147335ade917b1c2,12
301,0x42d0d8bbd84bce3cebea8c8c9b4eaee8e8196950,12
301,0xd0dc07b98769f23a7bdbef15a35faa256cb65dcf,12
301,0xe085327c5ad2f77147f10973fed45fb19d734f7e,12
301,0xffadc07f1bfb127f4312e8652fe94ab0c771b54d,12
301,0xdc4471ee9dfca619ac5465fde7cf2634253a9dc6,12
301,0xc0b9791a3727f391315c31cce79796421f85bbf8,12
301,0xc8a317e4976016db2e0cbc403a7df0052956820d,12
301,0xf5bce5077908a1b7370b9ae04adc565ebd643966,12
301,0xf7db5f24196c2eb20864cdb6816b6d164ed240d3,12
301,0xa7499aa6464c078eeb940da2fc95c6acd010c3cc,12
301,0xa4c6db0a39db92b006bfb7b96617e960d80c4d22,12
301,0x15c6ac4cf1b5e49c44332fb0a1043ccab19db80a,12
301,0x778549eb292ac98a96a05e122967f22efa003707,12
301,0xaabd5fbcb8ad62d4fbbb02a2e9769a9f2ee7e883,12
301,0x0ddbdef89e42fa1bfa468ce1361cb6959f15302d,12
301,0x0f7c548c3c100e1ad6a1f092d95884cc4dcef4bb,12
301,0x1027b7aa689ea0c4b48b17d85b2a5093ee8f051e,12
301,0x716722c80757fff31da3f3c392a1736b7cfa3a3e,12
301,0x6c5fe0c4f7443691397e744806684486040c00a4,12
301,0x1234ae518477c762855de7d6ec21caa1955a2175,12
301,0x0267940d1897b150ac9601ef00d0e38a5fda3011,12
301,0x750c31d2290c456fcca1c659b6add80e7a88f881,12
301,0x6a99e8961055b505d8d62c447220bb341ad769ee,12
301,0x6c15b41105a01119211a9a9afb081e9d6a82b6ab,12
301,0x000f4432a40560bbff1b581a8b7aded8dab80026,12
301,0x74f011a94daabc99439b08bb542c7ea8764b6701,12
301,0x9492510bbcb93b6992d8b7bb67888558e12dcac4,12
301,0x0154d25120ed20a516fe43991702e7463c5a6f6e,12
301,0x00000000b1786c9698c160d78232c78d6f6474fe,12
301,0x0000f079e68bbcc79ab9600ace786b0a4db1c83c,12
301,0x00000000008c4fb1c916e0c88fd4cc402d935e7d,12
301,0xf8fe281a44def550c620882364e4a00f2ea80218,12
301,0x00000000cd47aa64daf64f5144b0d7885754374c,12
301,0x0000000000000eb4ec62758aae93400b3e5f7f18,12
301,0xd6fd705ee0b31a9300d3e2154bcce777270cbb6f,12
301,0x0000000000007673393729d5618dc555fd13f9aa,12
301,0x081a42b92d8b1745f7212d4c7303f24b11fddccf,12
301,0xfa45d06f58a59f2775796ea6098e780ae87640f1,12
301,0x135df8445ffb50a6c3d1c416e88b0f48f04627ef,12
301,0xbf022b19a5d389b0129bc6d0856051ad4838f986,12
301,0xdd46e179320c6c753833102f7f266742787a20c8,12
301,0xdcabc755fb10931e6d8059113f762cd8a6813deb,12
301,0xfdea75ba02d3010e0353c53db4730ebb762131c0,12
301,0xc6c9d802bc16d8746aafcac4781f9a8d442d585d,12
301,0xd06cabfc3f5c313d93a11286158778c6888182f6,12
301,0x97b0309bb71772de0789f44049afe87b4fe41f1b,12
301,0xf196836b53e8f03e32f5186c7909acbb8b742615,12
301,0x43bc7667bf508ce3905dc0f492f106eae2800536,12
301,0xd11e3e8815ab3bc592a032bd1b56b01a89d83a66,12
301,0x12cff71edfc4e16eec6373f1fb37c5cf3ca71c19,12
301,0x42b2c65db7f9e3b6c26bc6151ccf30cce0fb99ea,12
301,0x41bbc29a62d831c77cc2ce2c3b0980cb13a78952,12
301,0x4714efb0a03b5f78cc7bab887494ba1f0b89fc11,12
301,0x447a24d43e2a06dab0528b550b5c088559fe10a2,12
301,0x3dcb8273c23296654a4f372e8f8184ab2fc60fb0,12
301,0x55691272f38bbd1465db1dedf0d18d02a620acee,12
301,0x86be7c25942c83584f257629048a89cef316f0bf,12
301,0x828355119398b77d364f41ef6533dad936d5b5c1,12
301,0x887c3599c4826f7b3cde82003b894430f27d5b92,12
301,0x5ea7ea516720a8f59c9d245e2e98bca0b6df7441,12
301,0x5c703f5131bb3268e0dc32913a3c0994eda215fe,12
301,0x9583648c314cdf666f4f555299db3b36f5d5b2f9,12
301,0x2b19fde5d7377b48be50a5d0a78398a496e8b15c,12
301,0xebec26064b5fcfe148b7f28a9c22d1b52f1e5b8b,12
301,0x23be060093db74f38b1a3daf57afdc1a23db0077,12
301,0x2381fd11cb4ddcf14359e78afe382ae0cdda2901,12
301,0xe957b0829c6ae6ac461d7365b7927e1ff604114b,12
301,0x8f9be4310f9abb0e5843cc6363908c9b01dfeb3f,12
301,0x8da02d597a2616e9ec0c82b2b8366b00d69da29a,12
301,0x8b1ea47e37a70e7feefc6a6945a4a7272a7934db,12
301,0x5a0f2c1d8e563db79ee40f979f6bcd0d27f86f80,12
301,0x3627385f066ae097b7f42f43ca41e812ae0ade56,12
301,0x1d5e65a087ebc3d03a294412e46ce5d6882969f4,12
301,0x18a428ce0c31584a21cf8cefdb8849d8013e1994,12
301,0x9ee1830ff376758c5ecc7fb465f3b14d64116d71,12
301,0x9ffd0a5b5438b95861167422e745d34d151bcc3b,12
301,0x9cc5be83b211620cfe23e25bc65d6da6751bcf09,12
301,0xa0204dc8b4e33bd976df5f7a2e6a0e9f019db621,12
301,0x9ac9c636404c8d46d9eb966d7179983ba5a3941a,12
301,0x4af234c09b770001e21d7c16373c02703b2f1b8b,12
301,0x3839acf1ee7699d1f46b1be840d8ad8317fdf757,12
301,0xba9be4236bf5ee96d569937bdd4fa92f1a568a21,12
301,0x99998044c990dae1c8218c78f3470e14d5d491a2,12
399,0xf8bb59d6ca8355e9d0f2a584605dcb7cb77564d4,11
399,0xf60f6d5acfaae09e666f0efac21b29290e4a9109,11
399,0xfbe300db166b41e554a9d7820fd7183977dee24e,11
399,0xc3c8fa59452f6d257cfcd6d04c2d469918a1792a,11
399,0xc4798b79d22630cee83b4ecb0fd98cd5ff0fbb62,11
399,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,11
399,0xca50cc37abaa58d19e3a23ccb086f17f8384cb3c,11
399,0x4abd7202eff452ff57f415c0475a0654b8380ed2,11
399,0x4e9b72fec7cd63e5017d7375b6a68edf7404b186,11
399,0x30eb4c1a534351662c1ae273b8986862b60fa079,11
399,0x3328f5f2cecaf00a2443082b657cedeaf70bfaef,11
399,0xa6a97c1e6f99c64579d2e576c0c3af4304ee314d,11
399,0x261e1fbc2d5c7200de55289dfab9ebbc5fd585be,11
399,0x24435205eaf97df22b6f2a2463ba039497596ba4,11
399,0x8e6de63ea7669da79441bf7f2190b8b62ec327bd,11
399,0xba42c753ebe92f78e11cc1902591a91d4a52d343,11
399,0x1da75fb0da32653fdab9ddecdb42f2ed61f8a28b,11
399,0x136c9b24233cdf9952dae48ac64c771bcb3c9c7c,11
399,0x1d15395f781e9e13bf77fc34f1663d6d3543c7fe,11
399,0x18c0ca3947e255881f94de50b3a906fc2759f7fe,11
399,0x1dc9ee19bc6ece2df030eb1f4f5d775e817d798d,11
399,0x2fcc020f72e5d2edd2a24d04f3dc90d7fdfbd1dd,11
399,0x061716a85aba5e37626e4a2c33596d59823d30b8,11
399,0x2b7de7118763beab35e5b48e89c8ab4eb37e2756,11
399,0x2b49f133cc7666147d96eb749a5291042f72fca7,11
